Package ,	License	,Source of License Information,	Comments,	License/Copyright Links/References
libhtml-tree-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhtml-tree-perl/libhtml-tree-perl_5.03-2/copyright
libhttpclient-java ,	Apache-2.0, MPL-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/h/httpcomponents-client/httpcomponents-client_4.5.1-1/copyright
libhttp-cookies-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-cookies-perl/libhttp-cookies-perl_6.01-1/copyright
libhttpcore-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/h/httpcomponents-core/httpcomponents-core_4.4.4-1/copyright
libhttp-daemon-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-daemon-perl/libhttp-daemon-perl_6.01-1/copyright
libhttp-date-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-date-perl/libhttp-date-perl_6.02-1/copyright
libhttp-message-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-message-perl/libhttp-message-perl_6.11-1/copyright
libhttp-negotiate-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libh/libhttp-negotiate-perl/libhttp-negotiate-perl_6.00-2/copyright
libhwloc5 ,	BSD-4-clause	,WICC4D,	part of hwloc,	NA
libhwloc-dev ,	BSD-4-clause	,WICC4D,	part of hwloc,	NA
libhwloc-plugins ,	BSD-4-clause	,WICC4D,	part of hwloc,	NA
libhx509-5-heimdal ,	BSD-3-Clause	,WICC4D,	part of heimdal -  Heimdal Kerberos,	NA
libhyperic-sigar-java ,	GPL-2.0+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/h/hyperic-sigar/hyperic-sigar_1.6.4+dfsg-2.1/copyright
libibverbs1 ,	BSD-Equivalent	,WICC4D UI,	Source Package libibverbs,	NA
libibverbs-dev ,	BSD-4-clause	,WICC4D,	part of libibverbs,	NA
libice6 ,	MIT	,WICC4D,	part of libice,	NA
libice-dev ,	MIT	,WICC4D,	part of libice,	NA
libicu52 ,	Unicode	,WICC4D,	part of icu,	NA
libicu55 ,	Unicode	,WICC4D,	part of icu,	NA
libicu-dev ,	Unicode, MIT(for older versions)	,WICC4D,	part of icu,	NA
libidn11 ,	LGPL-2.1	,WICC4D,	part of libidn,	NA
libidn11-dev ,	LGPL-2.1	,WICC4D,	part of libidn,	NA
libieee1284-3 ,	GPL	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libieee1284/libieee1284_0.2.11-12/copyright
libijs-0.35 ,	MIT	,source code,	NA,	https://blueprints.launchpad.net/ubuntu/+archive/primary/+files/ijs_0.35.orig.tar.gz
libilmbase12 ,	ilmbase,boost	,ubuntu.com,	NA,	http://metadata.ftp-master.debian.org/changelogs//main/i/ilmbase/ilmbase_2.2.0-11_copyright
libilmbase-dev ,	ilmbase	,debian.org,	part of ilmbase,	NA
libinput10 ,	MIT	,openhub.net,	part of libinput ,	https://www.openhub.net/p/libinput/licenses
libinvokebinder-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libinvokebinder-java/filelist
libio-html-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libio-html-perl/libio-html-perl_1.001-1/copyright
libio-socket-inet6-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libio-socket-inet6-perl/libio-socket-inet6-perl_2.72-2/copyright
libio-socket-ssl-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libi/libio-socket-ssl-perl/libio-socket-ssl-perl_2.024-1/copyright
libisc-export160 ,	ISC	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/b/bind9/bind9_9.10.3.dfsg.P4-8ubuntu1.2/copyright
libisl10 ,	MIT	,source code,	NA,	http://freecode.com/projects/isl
libisl15 ,	MIT, BSD-2-clause, LGPL-2.1+	,ubuntu.com,	Most of the source code is licensed under the MIT license. However, there are some exceptions. Example: Files: interface/python.* are licensed under BSD-2-Clause,     Files: isl_qsort.c and debian/* under LGPL-2.1+,	http://changelogs.ubuntu.com/changelogs/pool/main/i/isl/isl_0.16.1-1/copyright
libitm1 ,	GPL-3+	,openhub.net,	Part of gcc-5 - GNU Compiler Collection,	https://www.openhub.net/p/gcc
libjansi-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjansi-java/filelist
libjansi-native-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjansi-native-java/filelist
libjasper-dev ,	CDDL-1.0	,WICC4D,	part of jasper,	NA
libjaxen-java ,	BSD, W3C	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjaxen-java/libjaxen-java_1.1.6-1ubuntu1/copyright
libjaxp1.3-java ,	GPL-2, Apache-2.0	,ubuntu.com,	NA,	NA
libjbig0 ,	GPL-2	,WICC4D,	part of jbigkit,	NA
libjbig2dec0 ,	 GPL-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/j/jbig2dec/jbig2dec_0.12+20150918-1/copyright
libjbig-dev ,	 GPL-2.0	,WICC4D,	part of jbigkit,	NA
libjcodings-java ,	MIT	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjcodings-java/filelist
libjcommander-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jcommander/jcommander_1.48-1/copyright
libjcsp-java ,	 LGPL-2.1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jcsp/jcsp_1.1-rc4-2/copyright
libjdom1-java ,	BSD-4	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjdom1-java/libjdom1-java_1.1.3-1/copyright
libjemalloc1 ,	GPL-2.0	,WICC4D UI,	NA,	NA
libjetty-java ,	Apache-2.0/EPL-1.0	,WICC4D,	Source package jetty - different versions are under different licenses i.e. either Apache-2.0 or EPL-1.0,	NA
libjffi-java ,	LGPL	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjffi-java/filelist
libjffi-jni ,	LGPL	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/ppc64el/libjffi-jni/filelist
libjline2-java ,	BSD-3-Clause	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jline2/jline2_2.11-4/copyright
libjna-java ,	Apache-2.0, LGPL	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjna-java/libjna-java_4.2.2-1/copyright
libjna-jni ,	Apache-2.0, LGPL	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjna-java/libjna-java_4.2.2-1/copyright
libjnr-constants-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjnr-constants-java/filelist
libjnr-enxio-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjnr-enxio-java/filelist
libjnr-ffi-java ,	GPL-3, Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjnr-ffi-java/filelist
libjnr-netdb-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjnr-netdb-java/filelist
libjnr-posix-java ,	Common Public License - v 1.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjnr-posix-java/filelist
libjnr-unixsocket-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjnr-unixsocket-java/filelist
libjnr-x86asm-java ,	LGPL-3 or MIT/X11	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjnr-x86asm-java/filelist
libjoda-convert-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjoda-convert-java/filelist
libjoda-time-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjoda-time-java/filelist
libjpeg62-turbo ,	Independent JPEG	,WICC4D,	part of Libjpeg,	NA
libjpeg62-turbo-dev ,	Independent JPEG	,WICC4D,	part of Libjpeg,	NA
libjpeg8 ,	Independent JPEG	,WICC4D,	part of libjpeg,	NA
libjpeg8-dev ,	Independent JPEG	,WICC4D,	part of libjpeg,	NA
libjpeg-dev ,	Independent JPEG	,WICC4D,	part of libjpeg,	NA
libjpeg-turbo8 ,	Independent JPEG	,WICC4D,	part of libjpeg,	NA
libjpeg-turbo8-dev ,	Independent JPEG	,WICC4D,	part of libjpeg,	NA
libjruby-joni-java ,	CPL-1.0, GPL-2.0+, LGPL	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjruby-joni-java/filelist
libjsch-java ,	BSD-3-clause	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jsch/jsch_0.1.53-1ubuntu1/copyright
libjs-excanvas ,	Apache-2.0	,WICC4D,	part of explorercanvas,	NA
libjs-inherits ,	ISC	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjs-inherits/filelist
libjs-jquery ,	MIT	,WICC4D,	part of jquery,	NA
libjs-node-uuid ,	Expat, GPL, GPL-3+, MIT	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjs-node-uuid/filelist
libjson-c2 ,	MIT	,WICC4D,	part of json-c,	NA
libjson-glib-1.0-0 ,	LGPL-2.1+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/j/json-glib/json-glib_1.1.2-0ubuntu1/copyright
libjson-glib-1.0-common ,	LGPL-2.1+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/j/json-glib/json-glib_1.1.2-0ubuntu1/copyright
libjsoup-java ,	MIT	,WICC4D,	Source package - jsoup,	NA
libjsr166y-java ,	GPL-2	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/libj/libjsr166y-java/libjsr166y-java_1.7.0-2/copyright
libjs-sphinxdoc ,	LGPL-2.1, BSD-4-Clause	,WICC4D,	part of sphinx,	NA
libjs-underscore ,	MIT	,WICC4D,	part of Underscore,	NA
libjts-java ,	LGPL-2.1+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/j/jts/jts_1.13+ds-1/copyright
libjzlib-java ,	BSD-3-Clause	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libjzlib-java/filelist
libk5crypto3 ,	MIT	,WICC4D,	part of krb5,	NA
libkadm5clnt-mit9 ,	MIT	,WICC4D,	part of kerberos,	NA
libkdb5-7 ,	MIT	,WICC4D,	part of kerberos,	NA
libkeyutils1 ,	LGPL-2.0	,WICC4D,	Source package - keyutils,	NA
libklibc ,	BSD-3-Clause, GPL-2+	,openhub.net,	Source package - klibc,	https://www.openhub.net/p/klibc
libkrb5-26-heimdal ,	BSD-3-clause	,WICC4D,	part of heimdal -  Heimdal Kerberos,	NA
libkrb5-3 ,	MIT	,WICC4D,	Source package - krb5,	NA
libkrb5-dev ,	MIT	,WICC4D,	part of kerberos,	NA
libkrb5support0 ,	MIT	,WICC4D,	part of krb5,	NA
liblapack3 ,	BSD-4-clause	,WICC4D,	part of lapack,	NA
liblapack-dev ,	BSD-4-clause	,WICC4D,	part of lapack,	NA
liblcms2-2 ,	MIT,GPL-2+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/l/lcms2/lcms2_2.6-3ubuntu2/copyright
libldap ,	Custom	,WICC4D,	NA,	NA
libldap-2.4-2 ,	BSD-3-Clause	,WICC4D,	part of openldap,	NA
libldap2-dev ,	BSD-3	,WICC4D,	part of openldap,	NA
libllvm3.8 ,	NCSA	,openhub.net,	NA,	https://www.openhub.net/p/clang
libllvm4.0 ,	BSD-4-Clause, Apache-2.0	,WICC4D,	llvm on WICC4D,	NA
liblmdb0 ,	OpenLDAP-2.8	,debian.org,	Source Package LIBLMDB,	http://metadata.ftp-master.debian.org/changelogs/main/l/lmdb/lmdb_0.9.21-1_copyright
liblmdb-dev ,	OpenLDAP-2.8	,debian.org,	Source Package LIBLMDB,	http://metadata.ftp-master.debian.org/changelogs/main/l/lmdb/lmdb_0.9.21-1_copyright
liblog4j1.2-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/a/apache-log4j1.2/apache-log4j1.2_1.2.17-7ubuntu1/copyright
liblog4j-extras1.2-java ,	Apache license v2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/a/apache-log4j-extras1.2/apache-log4j-extras1.2_1.2.17-1/copyright
liblqr-1-0 ,	GPL-3	,ubuntu.com,	NA,	https://github.com/carlobaldassi/liblqr/blob/master/COPYING
libltdl7 ,	GPL-2	,WICC4D,	part of libtool,	NA
libltdl-dev ,	GPL-2.0	,WICC4D,	Source package - libtool,	NA
liblua5.1-0 ,	MIT	,WICC4D,	part of lua,	NA
liblucene4.10-java ,	Apache-2.0, BSD-3-clause, BSD, Egothor	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/l/lucene4.10/lucene4.10_4.10.4+dfsg-1/copyright
liblwp-mediatypes-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libl/liblwp-mediatypes-perl/liblwp-mediatypes-perl_6.02-1/copyright
liblwp-protocol-https-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libl/liblwp-protocol-https-perl/liblwp-protocol-https-perl_6.06-2/copyright
liblzma5 ,	Public domain, LGPL v2.1 or later, Autoconf	,ubuntu.com,	NA,	Refer "libtk8.6" section
liblzma-dev ,	Public domain, LGPL v2.1 or later, Autoconf	,ubuntu.com,	NA,	Refer "libtiff5" section
liblzo2-2 ,	GPL-2	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/l/lzo2/lzo2_2.08-1.2/copyright
libmagic1 ,	BSD-4-Clause	,WICC4D,	part of file,	NA
libmagickcore-6.q16-2 ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/i/imagemagick/imagemagick_6.8.9.9-7ubuntu5.1/copyright
libmagickcore-6.q16-2-extra ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/i/imagemagick/imagemagick_6.8.9.9-7ubuntu5.1/copyright
libmagickcore-6-arch-config ,	Apache-2.0	,WICC4D,	part of imagemagick,	NA
libmagickcore-6-headers ,	Apache-2.0	,WICC4D,	part of imagemagick,	NA
libmagickwand-6.q16-2 ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/i/imagemagick/imagemagick_6.8.9.9-7ubuntu5.1/copyright
libmagickwand-6-headers ,	Apache-2.0	,WICC4D,	part of imagemagick,	NA
libmail-sendmail-perl ,	Free Software	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libm/libmail-sendmail-perl/libmail-sendmail-perl_0.79.16-1/copyright
libmailtools-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libm/libmailtools-perl/libmailtools-perl_2.13-1/copyright
libmaven2-core-java ,	Apache-2.0, GPL-3+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven2-core/maven2-core_2.2.1-24/copyright
libmaven3-core-java ,	Apache-2.0, GPL-2	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven/maven_3.3.9-3/copyright
libmaven-parent-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/m/maven-parent/maven-parent_21-2/copyright
libmcrypt4 ,	LGPL-2.2	,WICC4D,	part of libmcrypt,	NA
libmcrypt-dev ,	LGPL-2.1	,WICC4D,	part of libmcrypt,	NA
libmirclient9 ,	GPL-3, BSD-3 clause, LGPL-3, Apache-2.0, GPL-2, BSD-2 clause	,ubuntu.com,	Different files are licensed differently. Example: Files: include/client/* include/common/* src/client/* src/common/* 3rd_party/android-deps/std/* are LGPL-3, Files: 3rd_party/android-deps/* 3rd_party/android-input/* are Apache 2.0 etc.,	http://changelogs.ubuntu.com/changelogs/pool/main/m/mir/mir_0.21.0+16.04.20160330-0ubuntu1/copyright
libmircommon5 ,	GPL-3, BSD-3 clause, LGPL-3, Apache-2.0, GPL-2, BSD-2 clause	,ubuntu.com,	Different files are licensed differently. Example: Files: include/client/* include/common/* src/client/* src/common/* 3rd_party/android-deps/std/* are LGPL-3, Files: 3rd_party/android-deps/* 3rd_party/android-input/* are Apache 2.0 etc.,	http://changelogs.ubuntu.com/changelogs/pool/main/m/mir/mir_0.21.0+16.04.20160330-0ubuntu1/copyright
libmirprotobuf3 ,	GPL-3, BSD-3 clause, LGPL-3, Apache-2.0, GPL-2, BSD-2 clause	,ubuntu.com,	Different files are licensed differently. Example: Files: include/client/* include/common/* src/client/* src/common/* 3rd_party/android-deps/std/* are LGPL-3, Files: 3rd_party/android-deps/* 3rd_party/android-input/* are Apache 2.0 etc.,	http://changelogs.ubuntu.com/changelogs/pool/main/m/mir/mir_0.21.0+16.04.20160330-0ubuntu1/copyright
libmnl0 ,	GPL-2+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libm/libmnl/libmnl_1.0.3-5/copyright
libmozjs185-1.0 ,	MPL-1.1	,WICC4D,	Upstream name - Spidermonkey,	NA
libmozjs185-dev ,	MPL-1.1	,WICC4D,	Upstream name - Spidermonkey,	NA
libmpc3 ,	LGPL-2.1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/m/mpclib3/mpclib3_1.0.3-1/copyright
libmpdec2 ,	BSD, GPL-2+	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/m/mpdecimal/mpdecimal_2.4.2-1/copyright
libmpfr4 ,	LGPL-3	,WICC4D,	part of mpfr,	NA
libmtdev1 ,	MIT	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/m/mtdev/mtdev_1.1.5-1ubuntu2/copyright
libmysqlclient18 ,	MIT	,WICC4D,	part of libmysqlclient-dev,	NA
libncurses5 ,	X11 License	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/u/unzip/unzip_6.0-20ubuntu1/copyright
libncurses5-dev ,	MIT	,WICC4D,	part of ncurses,	NA
libnet-http-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libn/libnet-http-perl/libnet-http-perl_6.09-1/copyright
libnetpbm10 ,	Artistic-2.0, GPL-2.0+, MIT	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/n/netpbm-free/netpbm-free_10.0-15.3/copyright
libnet-smtp-ssl-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libn/libnet-smtp-ssl-perl/libnet-smtp-ssl-perl_1.03-1/copyright
libnet-ssleay-perl ,	Artistic or GPL-1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libn/libnet-ssleay-perl/libnet-ssleay-perl_1.72-1build1/copyright
libnettle4 ,	LGPL-2	,ubuntu.com,	Crypto library,	http://changelogs.ubuntu.com/changelogs/pool/main/n/nettle/nettle_2.7.1-1ubuntu0.2/copyright
libnettle6 ,	LGPL-3, GPL-2, GPL-3	,WICC4D,	part of Nettle. This is a cryptographic library,	NA
libnetty-3.9-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/n/netty-3.9/netty-3.9_3.9.0.Final-1/copyright
libnfnetlink0 ,	GPL-2	,WICC4D,	Source package libnfnetlink,	NA
libnl-genl-3-200 ,	GPL-2	,WICC4D,	NA,	Part of: libnl3
libnotify4 ,	MIT	,WICC4D,	libnotify,	NA
libnspr4 ,	MPL-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/n/nspr/nspr_4.12-0ubuntu0.16.04.1/copyright
libnspr4-dev ,	Mozilla Public License version 2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/n/nspr/nspr_4.12-0ubuntu0.16.04.1/copyright
libnss3 ,	MPL-2.0	,openhub.net,	nss on openhub.net,	https://www.openhub.net/p/nss
libnss3-nssdb ,	MPL-2.0	,openhub.net,	NA,	https://www.openhub.net/p/nss
libnuma1 ,	LGPL-2.2	,WICC4D UI,	Source Package libnuma,	NA
libnuma-dev ,	LGPL-2.1	,WICC4D UI,	Source Package libnuma,	NA
libobjenesis-java ,	Apache-2.0	,WICC4D,	Source package objenesis,	NA
libodbc1 ,	LGPL-2.0	,WICC4D,	Upstream-Name: unixODBC,	NA
libogg0 ,	BSD-3-Clause	,WICC4D,	 BSD-2-Clause or BSD-3-Clause or BSD-4-Clause as per WICC4d,	NA
libopenexr22 ,	BSD-3-Clause	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/o/openexr/openexr_2.2.0-10ubuntu2/copyright
libopenexr-dev ,	BSD-3-Clause	,debian.org,	Interpreted License text using https://wild-online.w3ibm.mybluemix.net/,	NA
libopenjpeg5 ,	BSD Equivalent	,WICC4D,	Part of openjpeg,	NA
libopenmpi1.6 ,	BSD-4-clause	,WICC4D,	part of openmpi,	NA
libopenmpi-dev ,	BSD-4-clause	,WICC4D,	part of openmpi,	NA
liborbit-2-0 ,	Apache-2.0	,WICC4D,	part of orbit,	NA
liborc-0.4-0 ,	Apache-2.0	,WICC4D,	part of orc,	NA
libosgi-annotation-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libosgi-annotation-java/filelist
libosgi-core-java ,	Apache-2.0	,ubuntu.com,	NA,	http://packages.ubuntu.com/xenial/all/libosgi-core-java/filelist
libp11-kit0 ,	BSD-4-Clause	,WICC4D,	Source package p11-kit,	NA
libp11-kit-dev ,	BSD-4-clause	,WICC4D,	NA,	NA
libpam0g-dev ,	BSD-4-clause	,WICC4D,	part of pam,	NA
libpam-systemd ,	LGPL-2.1+, CC0, GPL-2, GPL-2+, Expat, public-domain, 	,ubuntu.com,	Different files are licensed differently. Example: Files: * LGPL-2.1+, Files: src/basic/siphash24.h are CC0 etc.,	http://changelogs.ubuntu.com/changelogs/pool/main/s/systemd/systemd_229-4ubuntu10/copyright
libpango ,	GPL-2	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/p/pango1.0/pango1.0_1.38.1-1/copyright
libpango-1.0-0 ,	LGPL-2	,WICC4D,	part of pango ,	NA
libpango1.0-dev ,	LGPL-2	,WICC4D,	part of pango,	NA
libpangocairo ,	GPL-2	,ubuntu.com,	NA,	NA
libpangocairo-1.0-0 ,	LGPL-2	,WICC4D,	part of pango ,	NA
libpangoft2 ,	GPL-2	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/p/pango1.0/pango1.0_1.38.1-1/copyright
libpangoft2-1.0-0 ,	LGPL-2	,WICC4D,	part of pango ,	NA
libpangoxft-1.0-0 ,	LGPL-2	,WICC4D,	part of pango,	NA
libpaper1 ,	GPL-2	,WICC4D,	NA,	NA
libpaper-utils ,	GPL-2	,WICC4D,	part of libpaper,	NA
libpathplan4 ,	EPL-1.0 ,MIT	,WICC4D,	part of graphviz,	NA
libpcap0.8 ,	BSD-Equivalent	,WICC4D UI,	Source Package libcap,	NA
libpci3 ,	GPL-2	,WICC4D,	part of pciutils,	NA
libpciaccess0 ,	Custom, XFree86	,ubuntu.com,	No clear-cut licensing information,	http://changelogs.ubuntu.com/changelogs/pool/main/libp/libpciaccess/libpciaccess_0.13.4-1/copyright
libpci-dev ,	GPL-2	,WICC4D,	part of pciutils,	NA
libpcre16-3 ,	BSD	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/p/pcre3/pcre3_8.38-3.1/copyright
libpcre3 ,	BSD	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/p/pcre3/pcre3_8.38-3.1/copyright
libpcre32-3 ,	BSD-4-Clause	,WICC4D,	source package pcre,	NA
libpcre3-dev ,	BSD-4-clause	,WICC4D,	part of pcre,	NA
libpcrecpp0 ,	BSD-4-clause	,WICC4D,	part of pcre,	NA
libpcrecpp0v5 ,	BSD-Equivalent, PCRE , Google Inc	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/p/pcre3/pcre3_8.38-3.1/copyright
libpcsclite1 ,	Apple Public Source License	,WICC4D,	part of pcsc-lite ,	NA
libperl5.22 ,	Artistic-1.0	,WICC4D,	Source package perl,	NA
libpipeline1 ,	GPL-3	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/libp/libpipeline/libpipeline_1.4.1-2/copyright
libpixman ,	MIT	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/main/p/pixman/pixman_0.33.6-1/copyright
libpixman-1-0 ,	MIT	,WICC4D,	part of pixman ,	NA
libpixman-1-dev ,	MIT	,WICC4D,	part of pixman,	NA
libplexus-ant-factory-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-ant-factory/plexus-ant-factory_1.0~alpha2.1-3/copyright
libplexus-archiver-java ,	MIT, Apache 2.0 	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-archiver/plexus-archiver_2.2-1/copyright
libplexus-bsh-factory-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-bsh-factory/plexus-bsh-factory_1.0~alpha7-3.1/copyright
libplexus-cipher-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-cipher/plexus-cipher_1.7-1/copyright
libplexus-classworlds2-java ,	Apache-2.0, Apache-1.1	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-classworlds2/plexus-classworlds2_2.5.2-1/copyright
libplexus-classworlds-java ,	GPL-2, Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-classworlds/plexus-classworlds_1.5.0-5/copyright
libplexus-cli-java ,	Apache-2.0	,ubuntu.com,	NA,	http://changelogs.ubuntu.com/changelogs/pool/universe/p/plexus-cli/plexus-cli_1.2-5/copyright
